default,student,balance,income
No,No,680.34,44129.56
No,No,873.19,41916.63
No,Yes,757.92,38064.69
No,No,1371.29,41544.17
No,No,364.46,35645.93
No,No,764.04,48141.27
No,No,1323.92,5636.56
No,No,1197.89,23387.97
No,No,726.25,37052.1
No,No,864.75,54352.34
No,No,1566.58,11330.44
No,Yes,847.2,26025.15
Yes,Yes,1946.99,38495.54
No,Yes,517.02,49574.71
No,No,1782.95,27042.31
Yes,Yes,1598.42,6567.94
No,Yes,279.9,37450.27
No,No,1051.32,43098.45
No,No,244.31,39015.78
No,No,527.17,38675.98
No,Yes,1548.97,40863.51
No,Yes,1325.2,23405.8
No,No,908.29,40510.49
No,No,588.54,43958.63
No,No,911.14,33150.23
No,Yes,352.64,22034.87
No,No,874.9,25215.94
No,Yes,750.1,41999.26
No,No,720.75,24620.19
No,Yes,1454.86,49475.06
No,No,240.59,35867.54
No,Yes,111.16,29857.44
No,Yes,868.26,43907.75
No,No,131.06,32730.82
No,No,930.32,60748.18
No,Yes,359.28,51517.06
No,Yes,970.36,23674.33
No,No,675.92,28435.81
Yes,Yes,1477.21,7198.6
No,No,782.22,43310.45
No,Yes,699.71,38572.42
No,No,1666.48,35509.69
No,Yes,775.99,14524.47
No,No,1294.1,53009.32
No,No,1182.88,49067.29
No,Yes,720.38,27167.68
No,No,1324.83,24814.27
No,Yes,879.05,26489.26
No,Yes,846.33,43123.55
No,No,126.42,37233.33
No,No,1546.18,31446.36
No,No,1265.99,29348.52
No,No,1541.42,15040.02
No,Yes,0.0,24747.47
No,Yes,1070.95,10266.77
No,Yes,412.98,45347.46
No,Yes,899.23,31662.65
No,No,1114.88,32273.8
No,No,1643.3,26748.12
No,No,363.77,19394.47
No,No,1074.5,5522.69
No,No,461.69,21023.78
No,No,322.68,25313.4
No,Yes,346.72,26418.27
No,No,849.73,43265.97
No,No,1365.75,43670.72
No,No,1687.59,18909.35
No,No,1284.18,20473.19
No,No,291.97,44796.88
No,No,719.42,3409.08
No,Yes,665.4,28424.06
No,No,465.5,42053.96
No,No,248.44,33856.82
No,Yes,409.43,26289.56
No,Yes,778.3,40734.98
No,No,745.1,24427.94
No,No,1037.63,21487.81
No,No,939.16,35281.14
No,No,1038.38,30807.72
No,No,263.53,39778.29
No,No,361.01,47618.32
No,No,1302.78,50050.79
No,No,835.9,1134.82
No,No,17.56,36806.21
No,No,987.5,39701.4
No,No,1055.7,43469.49
No,No,555.21,28303.02
No,No,1096.19,28470.02
No,Yes,163.91,37298.39
No,No,714.18,22293.56
No,No,669.46,10900.0
No,No,939.84,41809.16
No,No,1189.7,41473.13
No,No,1101.19,17117.98
No,No,481.34,46556.63
No,No,0.0,21056.36
No,Yes,1386.25,37481.44
No,No,956.91,15808.78
No,No,195.49,32554.66
No,No,671.83,22925.1
No,No,1225.21,25677.63
No,No,1553.47,36622.19
No,No,161.12,40418.71
No,Yes,775.95,19853.64
No,Yes,1204.87,51947.73
No,No,761.94,21136.31
No,Yes,1355.73,11521.53
No,Yes,887.43,28201.76
No,No,413.87,56853.4
No,No,1032.49,25771.98
No,Yes,1243.13,14464.65
No,No,1176.01,23204.57
No,Yes,743.77,36433.03
No,No,507.82,39440.06
No,No,1195.38,38078.53
No,Yes,1139.83,46070.24
No,Yes,0.0,58772.94
No,Yes,0.0,34021.42
No,Yes,401.02,38212.33
No,No,615.22,33050.63
No,No,740.51,37731.87
No,No,0.0,48717.04
No,No,720.28,37683.79
No,No,1621.05,19882.74
No,No,262.91,44682.07
No,No,1038.83,52788.24
No,Yes,763.57,35899.46
No,Yes,792.92,57810.91
No,No,947.2,46661.72
Yes,Yes,1422.33,13786.74
No,No,1062.14,26971.92
No,No,1040.66,18105.28
No,No,598.31,26076.19
No,No,708.61,21418.81
No,No,1216.13,35329.95
No,No,693.19,40932.26
No,Yes,722.76,6896.89
No,Yes,841.87,42796.72
No,No,770.52,31009.17
No,Yes,1262.72,45565.78
No,Yes,1493.42,28946.9
No,No,0.0,2947.76
No,No,472.04,31102.93
No,No,1027.92,37439.95
No,No,1144.98,37838.0
No,Yes,909.18,31706.93
No,Yes,1413.88,18769.03
No,No,1232.93,20538.3
No,No,1395.43,21920.7
No,No,89.14,19141.5
No,Yes,778.35,33176.02
No,Yes,1040.57,37563.49
No,No,1768.29,43276.32
No,No,661.98,37624.34
No,No,361.89,31002.45
No,Yes,1136.56,40681.29
No,Yes,1012.68,32650.85
No,No,1803.62,19621.6
No,No,602.13,44550.68
No,Yes,1341.04,32207.52
No,No,364.33,31913.6
No,No,1417.05,48797.74
No,No,855.7,39960.93
No,No,1537.26,41725.17
No,Yes,0.0,58741.27
No,No,785.43,48310.21
No,Yes,638.22,44360.18
No,No,516.54,34665.67
No,No,1253.67,6916.19
No,No,1057.98,924.71
No,No,299.1,20547.06
No,Yes,1201.14,63229.28
No,Yes,448.71,30730.74
No,No,1016.4,26912.96
No,No,0.0,40069.73
No,No,564.19,47759.54
No,No,1059.21,37863.99
No,No,1642.03,40363.81
No,Yes,285.2,37616.45
No,No,1472.93,28002.17
No,No,847.11,25590.1
No,No,217.07,3196.79
No,Yes,991.61,31931.56
No,No,1085.99,32034.12
No,No,593.47,36292.92
No,No,1223.98,45129.78
No,Yes,814.07,14647.35
No,No,1551.75,16849.4
No,Yes,1420.39,41390.35
No,Yes,737.19,11112.21
No,No,1233.89,34607.9
No,No,397.01,32367.57
No,No,722.57,38482.3
Yes,Yes,1575.1,20814.37
No,No,967.39,39473.49
No,Yes,395.64,16109.19
No,No,583.47,41950.66
No,No,311.94,31470.11
No,No,197.88,26135.42
No,No,0.0,33793.71
No,Yes,176.84,48086.99
No,No,674.04,17729.75
No,Yes,960.34,28982.08
No,No,451.97,15159.45
No,Yes,920.54,43856.36
No,No,766.59,40712.32
No,Yes,1140.38,19590.05
No,Yes,736.91,28055.16
No,No,881.65,16768.61
No,Yes,1200.97,31693.22
No,No,1379.51,44596.46
No,No,1122.35,23896.55
No,No,721.03,31409.96
No,No,1175.05,9676.84
No,No,1538.09,53328.8
No,No,1649.15,15824.33
No,No,1455.53,32851.69
No,No,871.13,26511.44
No,No,942.78,45099.09
No,No,958.03,28270.69
No,No,1135.49,25984.58
No,Yes,787.24,13851.51
No,No,1552.27,46989.82
No,No,1794.41,8560.19
No,Yes,1622.64,51666.43
No,No,461.51,48294.82
No,No,912.08,55558.82
Yes,Yes,1952.67,19575.4
Yes,Yes,1618.52,22269.45
No,No,321.75,34256.13
No,No,644.34,46443.47
No,No,1068.08,18444.96
No,Yes,306.78,48054.92
No,No,808.76,17302.33
No,Yes,215.43,41467.97
No,No,1342.03,32969.77
No,No,367.81,35045.05
No,No,691.84,31618.58
No,No,1007.74,41471.23
Yes,No,2038.05,9731.05
No,No,1229.44,45886.21
No,No,786.39,25196.71
No,No,0.0,29725.15
No,No,1481.85,22199.92
No,No,1166.46,41185.14
No,No,0.0,37771.09
No,Yes,1543.24,27715.41
No,No,1291.16,20473.48
No,No,760.84,56606.1
No,No,857.82,29704.05
No,No,1335.34,40036.85
No,No,1076.37,28872.32
No,No,1013.73,46754.14
No,No,781.9,50727.22
No,No,1426.36,46797.51
No,No,515.98,54536.79
No,No,1073.82,55342.47
No,No,523.3,5751.08
No,No,797.22,24943.65
No,No,838.93,17591.41
No,No,1552.84,41997.33
No,No,348.28,37303.92
No,No,1142.11,18072.02
No,Yes,1096.51,54652.28
No,No,901.78,35764.65
No,No,1493.92,54920.02
No,Yes,0.0,25636.65
No,No,1189.45,44876.34
No,No,885.68,50395.12
No,No,968.74,29339.82
No,No,1172.51,38348.86
No,Yes,1222.87,33766.1
No,No,476.31,28958.2
No,No,146.71,38245.56
No,Yes,895.45,8755.74
No,Yes,916.96,43148.48
No,No,877.44,35212.67
No,No,379.6,17672.23
No,No,993.05,42943.97
No,No,0.0,8129.31
No,No,310.59,18821.81
No,No,1364.53,49131.98
No,No,657.58,40783.53
No,No,449.47,25154.42
No,No,273.93,52344.7
No,Yes,668.26,29569.92
No,No,524.56,31348.48
No,No,956.78,34221.17
No,Yes,848.2,42422.32
No,No,564.81,40489.39
No,No,1732.81,21363.37
No,Yes,860.43,28309.67
No,No,1256.38,41427.72
No,No,1342.21,48468.62
No,No,1113.24,37244.77
No,No,1326.18,45414.75
No,No,0.0,45022.51
No,No,898.13,20638.52
No,Yes,315.37,31190.63
No,No,1428.27,61581.81
No,Yes,1285.19,30553.52
No,Yes,679.92,43636.27
No,No,373.99,17075.6
No,No,1081.76,73554.0
No,No,912.38,24115.21
No,No,820.21,42800.75
No,No,757.21,40748.53
No,No,1119.88,13816.37
No,No,793.23,31572.95
No,No,602.43,48522.28
No,No,779.3,25663.63
No,No,986.91,46331.61
No,No,772.02,30066.59
No,No,1421.05,50055.27
No,No,821.74,63554.37
No,Yes,764.7,20134.73
No,No,574.08,38404.83
No,No,248.9,24946.6
No,No,1038.68,21533.17
No,No,1158.03,34192.33
No,No,1055.93,36658.61
No,Yes,1493.26,39737.87
No,No,850.38,39395.61
No,No,1152.59,5128.92
No,No,964.21,27307.84
No,Yes,336.91,6158.47
No,No,530.96,37755.03
No,No,351.52,44676.49
No,No,1511.78,37467.37
No,No,188.74,26916.6
No,Yes,1202.57,38552.16
No,Yes,532.47,44095.36
No,Yes,1232.46,40793.26
No,No,935.26,26419.57
No,No,705.04,28896.28
No,No,0.0,50161.41
No,No,51.89,33474.46
No,Yes,938.54,35873.0
No,No,1046.56,34173.27
No,No,789.94,41386.26
No,No,559.67,40747.44
No,Yes,816.29,29566.34
No,No,1892.56,29098.95
No,No,0.0,29737.9
No,No,1065.88,35426.35
No,No,773.23,41102.28
No,No,930.3,15202.04
No,No,676.31,53489.99
No,No,1029.95,19702.46
No,Yes,807.96,34734.69
No,No,490.61,19242.86
No,No,530.45,26695.6
No,Yes,744.41,32301.36
No,No,0.0,40315.0
No,No,1125.83,36556.62
No,No,700.38,44165.71
No,No,1003.48,29248.54
No,Yes,983.64,53960.36
No,No,838.12,12657.79
No,No,462.2,36505.99
No,Yes,1463.6,37415.9
No,No,704.17,27503.51
No,Yes,1163.03,32825.45
No,No,1302.94,22221.95
No,Yes,631.88,38392.77
No,No,620.48,28023.58
No,No,441.3,43013.06
No,No,1067.13,38079.65
No,No,1219.66,38615.49
No,Yes,61.88,34785.99
No,No,732.25,22220.03
Yes,Yes,1921.78,42503.23
No,Yes,1059.5,44035.3
No,No,34.88,29028.06
No,No,1431.0,19421.05
Yes,Yes,1347.59,25006.65
No,No,962.34,47088.39
No,No,585.26,12182.18
No,No,1131.99,37986.82
No,Yes,0.52,29017.02
No,Yes,960.78,43146.27
No,No,518.89,14654.83
No,No,557.73,39309.83
No,No,898.07,20122.25
No,No,1124.7,40288.28
No,No,275.83,55325.21
No,No,864.65,30570.87
No,Yes,855.33,57857.92
No,No,598.4,34222.48
No,Yes,1816.32,42880.31
No,Yes,726.44,63330.11
No,No,799.03,46535.19
No,No,1329.84,40165.11
No,No,1013.16,3512.38
No,No,753.69,23153.11
No,Yes,1609.73,38544.95
No,No,859.78,23793.35
No,No,361.11,20944.22
No,Yes,1414.01,39783.29
No,No,891.97,15167.69
No,Yes,1475.42,18723.8
No,No,1499.43,42368.51
No,Yes,845.47,59465.07
No,Yes,237.78,23649.41
No,Yes,1064.85,34809.5
No,No,583.34,40444.62
No,No,1136.73,24947.87
No,No,1095.89,22362.15
No,No,0.0,38648.82
No,No,78.84,19338.9
No,No,428.04,23513.64
No,No,622.66,57441.2
No,No,1185.47,8499.56
No,Yes,0.0,58501.42
No,No,361.4,51816.8
No,No,670.42,25595.68
No,Yes,214.45,48395.96
No,Yes,747.39,36075.92
No,No,1187.54,21321.62
No,No,267.61,26057.6
No,Yes,968.09,23862.53
No,No,1465.65,53584.79
No,No,1305.96,17787.82
No,No,422.07,16609.74
No,No,920.88,28057.57
No,Yes,873.3,24558.82
No,Yes,1390.79,61091.77
No,No,660.35,26489.67
No,No,823.46,23535.61
No,Yes,1002.81,22794.0
No,No,1065.22,22424.81
No,No,749.99,6500.8
No,Yes,179.55,33333.65
No,No,709.64,22905.19
No,No,1098.78,28475.78
No,No,1485.83,48123.85
No,No,94.23,45751.93
No,No,1067.85,42756.46
No,No,1006.63,20271.66
No,No,802.35,31113.01
No,No,1121.98,25566.25
No,No,1217.81,28172.77
No,No,1489.52,30412.2
No,Yes,799.68,25058.83
No,Yes,866.03,45919.97
No,Yes,1083.85,22755.22
No,No,577.42,50278.96
No,No,844.88,37982.75
No,No,1137.69,30887.99
No,No,485.16,38588.38
No,No,357.28,28053.23
No,Yes,1034.72,28256.51
No,No,1132.48,45694.13
No,No,594.24,28985.03
No,No,789.73,73554.0
No,Yes,893.95,16936.81
No,Yes,189.48,15133.49
No,Yes,1086.35,49386.09
No,No,1612.95,26008.48
No,Yes,513.65,24198.45
No,Yes,1032.55,18570.93
No,No,1758.51,29225.86
No,No,1224.29,21979.18
No,No,812.93,41816.62
No,No,950.52,23742.36
No,No,1187.97,31735.63
No,Yes,1026.56,40292.48
No,Yes,468.17,34886.64
No,No,1686.89,25374.85
No,Yes,790.98,18234.85
No,No,1075.71,12283.06
No,No,1400.19,11470.02
No,Yes,809.51,41238.54
No,Yes,1035.56,24137.4
No,Yes,1290.62,26090.8
No,No,274.39,34005.83
No,Yes,923.34,35973.4
No,No,973.38,45184.1
No,Yes,1067.19,37688.46
No,Yes,770.34,28582.91
No,No,1072.46,16436.08
No,No,644.03,37604.27
No,No,888.83,30429.41
Yes,Yes,1686.99,31368.42
No,No,1033.85,20496.0
No,No,715.19,35789.22
No,No,965.26,42970.01
No,No,889.96,29909.05
No,No,541.56,40870.2
No,No,795.76,32720.43
No,No,1315.19,28003.99
No,No,681.02,48246.09
No,No,774.4,28802.47
No,No,0.0,35981.3
No,Yes,1088.66,12756.82
No,No,796.12,43695.64
No,No,572.85,27158.55
No,Yes,904.98,30914.64
No,Yes,690.11,27452.49
No,No,324.46,36355.22
No,Yes,0.0,24797.68
No,Yes,731.19,18760.46
No,No,1193.99,34623.82
No,No,1195.81,36165.83
No,Yes,736.45,26182.75
No,Yes,1413.79,41608.48
No,No,598.11,46796.69
No,No,1467.65,23116.55
No,No,515.46,38642.56
No,No,1200.83,38800.79
No,Yes,792.79,12645.58
No,Yes,512.95,16624.56
No,No,321.24,3667.84
No,Yes,757.27,50861.12
No,No,1280.27,26952.98
No,Yes,606.93,27833.75
No,No,1048.67,41156.83
Yes,Yes,1958.89,53773.56
No,Yes,1453.58,39070.19
No,Yes,1071.6,54207.01
No,Yes,1604.15,50153.68
No,Yes,230.17,73554.0
No,No,1245.2,20912.07
No,No,963.35,27485.65
No,No,1102.24,23260.3
No,Yes,267.98,41516.97
No,No,806.05,22263.49
No,No,0.0,43416.38
No,No,1322.18,8269.05
No,No,1379.08,46241.49
No,No,1483.38,39865.13
No,No,1190.83,52885.45
No,No,1419.36,41926.21
No,No,692.03,35040.42
No,No,866.76,37849.67
No,No,983.0,6382.87
No,No,1388.3,29541.74
No,No,455.06,34922.88
No,No,1564.44,56419.54
No,No,1540.23,34236.65
No,No,294.6,11956.6
No,No,1338.29,61980.7
No,No,1432.8,20089.04
No,Yes,1339.26,33514.47
No,No,1107.35,19414.0
No,No,1092.42,772.0
No,No,1359.89,43205.27
No,No,1761.45,26116.38
No,No,336.47,42784.31
No,Yes,812.08,24201.07
No,Yes,974.89,40819.42
No,No,1644.45,53820.08
Yes,Yes,1713.9,40918.28
No,Yes,952.75,30804.12
No,Yes,789.24,25770.18
No,No,1231.05,32646.3
No,No,377.62,14995.5
No,No,1710.56,34002.45
No,No,1229.35,41391.99
No,No,516.77,13047.58
No,No,410.3,15878.79
No,No,1065.34,56932.36
No,No,1297.32,32515.4
No,No,527.7,56898.58
No,Yes,909.87,40218.83
No,No,1558.6,42135.22
No,No,901.48,35098.11
No,Yes,618.2,55344.72
No,No,678.96,50736.81
No,No,960.58,31976.12
No,No,470.37,7483.82
No,No,761.21,15728.95
No,No,812.01,31206.94
No,No,765.44,19425.86
No,No,533.49,40256.65
No,No,2034.07,38160.39
No,Yes,0.0,38938.05
No,No,1153.61,40188.59
No,Yes,651.8,34834.27
No,No,905.05,37810.96
No,Yes,611.05,35133.73
No,No,783.54,18004.95
No,Yes,1162.77,31957.49
No,Yes,288.24,32027.08
No,No,1014.68,44550.96
No,No,932.63,27030.37
No,No,585.25,20418.29
No,No,929.13,57535.92
No,No,868.46,42696.71
No,No,1249.13,47196.43
No,No,1459.54,54180.03
No,No,1027.25,28566.33
No,No,648.79,46587.3
No,No,953.13,35228.55
No,Yes,951.12,17503.23
No,No,1257.49,35810.04
No,No,878.67,35414.27
No,No,1173.39,39898.54
No,No,1097.45,28971.14
No,No,1477.66,29050.41
No,Yes,1558.03,17590.19
No,No,109.03,43324.21
Yes,Yes,1478.42,5874.34
No,Yes,753.49,32488.9
No,No,682.71,25688.17
No,Yes,327.58,26035.2
No,No,1403.12,35454.4
No,No,456.05,27276.96
No,Yes,548.74,8729.32
No,No,1272.88,4661.39
No,No,724.19,7383.07
No,No,1302.55,21144.08
No,No,555.69,27551.18
No,Yes,501.8,27246.7
No,No,1378.44,32240.09
No,Yes,1170.26,34558.99
No,Yes,681.47,26289.81
No,No,985.46,13143.22
No,No,1196.57,25899.88
No,Yes,591.58,23539.66
No,No,380.77,54586.73
No,No,991.4,45188.5
No,No,943.95,20808.64
No,No,743.1,30568.7
No,No,2028.59,49291.88
No,No,1274.49,35239.25
No,No,1469.06,46397.98
No,No,143.34,35846.37
No,Yes,488.78,36305.77
No,No,750.3,41210.92
No,No,559.2,24792.2
No,No,959.7,23312.91
No,No,610.76,28288.93
No,No,526.03,47218.84
No,No,750.31,37164.08
No,Yes,779.14,16120.32
No,No,1012.16,46703.93
No,No,831.58,39568.05
No,No,0.0,45429.92
No,No,370.63,36902.98
No,No,1484.71,33607.79
No,No,1113.81,6650.55
No,No,1468.3,36639.29
No,No,843.68,9035.88
No,Yes,491.23,30000.77
No,No,727.7,56831.84
No,No,1086.06,35606.98
No,No,1159.34,37540.87
No,No,510.13,25882.24
No,No,790.93,36569.32
No,Yes,860.06,15606.88
No,Yes,797.95,29407.88
No,Yes,1376.16,36350.86
No,Yes,812.54,29338.58
No,No,1067.91,17657.79
No,Yes,1295.05,1184.33
No,No,1425.22,24419.93
No,Yes,1032.64,21498.8
No,No,1580.12,24639.06
No,Yes,1200.46,38807.37
No,No,1114.37,8448.07
No,Yes,145.75,42449.96
No,No,983.79,13779.06
No,Yes,1752.13,65217.2
No,Yes,1093.12,49130.49
No,No,0.0,40634.62
No,Yes,730.84,21138.75
No,Yes,461.12,34556.17
No,Yes,894.08,34600.61
No,No,1621.57,24203.05
No,No,1173.05,25075.05
No,No,888.17,46786.01
No,No,1068.65,34384.67
No,No,687.68,57951.98
No,No,1497.88,48548.06
No,No,1083.5,31993.18
No,No,896.01,41003.55
No,No,770.77,34834.66
No,No,462.88,16448.08
No,No,875.32,40068.04
No,No,1013.17,22021.54
No,Yes,975.34,51569.73
No,Yes,747.27,46527.83
No,Yes,353.88,838.91
No,Yes,423.36,34311.7
No,No,1351.11,18835.3
No,No,1668.12,54917.66
No,No,1348.54,31319.57
No,No,936.08,36842.83
No,Yes,151.67,40975.55
No,No,868.12,19845.25
No,No,1137.99,34835.09
No,Yes,1022.74,50103.94
No,No,990.82,24746.65
No,No,986.5,40622.92
No,Yes,1739.2,29755.45
No,No,718.19,62628.63
No,No,614.6,59343.3
No,No,22.12,32873.45
No,Yes,1371.29,30232.25
No,No,668.35,39825.68
No,No,1738.26,31605.26
No,No,352.78,31169.87
No,No,505.26,25316.51
No,Yes,1229.74,55850.52
No,No,1043.42,62887.46
No,Yes,1862.44,40147.77
No,No,1359.64,11520.06
No,No,879.43,14411.25
No,No,0.0,39760.68
No,No,1128.98,20158.88
No,Yes,1018.34,25297.45
No,No,1361.52,34257.45
No,Yes,867.29,26943.5
No,No,581.59,49088.18
No,Yes,764.04,15050.2
No,No,710.85,34258.21
No,No,872.28,17034.6
No,No,674.66,35057.95
No,No,245.61,7952.82
No,No,912.09,26110.26
No,No,0.0,47274.02
No,No,592.62,23056.09
No,No,1433.7,36206.06
No,Yes,834.0,25482.35
No,No,345.52,34775.45
No,No,440.19,27980.42
No,Yes,342.59,39890.84
No,No,800.92,18299.6
No,No,652.15,29873.1
No,No,525.23,42350.36
No,No,0.0,23039.95
No,Yes,999.98,42730.11
No,No,1254.27,44633.23
No,No,142.77,36111.92
No,No,189.49,5361.33
No,Yes,1519.82,55759.15
No,No,150.22,16499.61
No,No,796.87,33051.23
No,Yes,1694.3,38799.19
No,No,781.89,55108.63
No,Yes,528.76,34126.07
No,Yes,429.51,21513.92
No,No,446.74,41841.8
No,No,859.75,55098.83
No,Yes,1304.08,20240.26
No,Yes,1104.99,41631.36
No,Yes,977.98,33088.85
No,Yes,606.27,35795.64
No,Yes,391.44,29873.61
No,No,85.72,38293.04
No,No,955.45,41433.25
No,No,170.73,65876.52
No,No,861.71,8501.58
No,Yes,1535.65,55802.1
No,No,990.71,35096.04
No,No,756.07,20054.36
No,No,1329.66,13975.55
No,Yes,1186.42,52193.24
No,No,684.85,11205.44
No,No,509.74,58704.25
Yes,Yes,2121.44,14953.6
Yes,Yes,2035.76,39140.22
No,No,781.46,20855.96
No,No,574.6,14911.35
No,Yes,498.31,25252.21
No,Yes,1370.19,59767.46
No,No,642.58,36121.03
No,Yes,327.43,37463.62
No,No,381.56,46725.13
No,No,1372.16,49934.35
No,No,1502.29,21510.72
No,No,1152.87,40043.91
No,Yes,648.65,34852.35
No,No,0.0,28783.05
No,No,278.78,5073.34
No,No,499.69,46915.53
No,No,0.0,44316.45
No,Yes,1210.98,27069.19
No,No,1160.34,73554.0
No,No,1243.95,17494.92
No,No,1323.32,30448.9
No,No,577.42,37530.36
No,No,1042.01,23397.36
No,No,1218.68,33305.85
No,Yes,0.0,54149.08
No,No,66.16,19516.98
No,Yes,631.93,6361.67
No,No,682.25,25144.41
No,No,1610.66,20545.57
No,No,934.1,26486.68
No,No,757.87,23715.21
No,No,1695.3,32293.28
No,No,655.24,64208.51
No,No,1299.83,33377.65
No,No,1695.87,61766.67
No,No,1038.88,31475.97
No,Yes,387.22,25039.18
No,No,478.5,5606.2
No,No,537.04,35084.8
No,No,1072.78,39413.32
No,Yes,1420.54,68071.39
No,No,488.45,8572.47
No,Yes,1143.74,22699.19
No,No,1401.55,27131.62
No,Yes,1276.94,29092.87
No,No,903.34,31112.94
No,Yes,536.51,20691.57
No,No,248.26,30607.84
No,No,234.04,18565.06
No,No,636.58,18309.05
No,Yes,0.0,35236.68
No,Yes,965.94,48104.06
No,Yes,497.39,22835.0
No,Yes,973.15,7071.74
No,No,1127.55,24643.59
No,No,851.48,31926.98
Yes,No,2467.36,30982.48
No,No,629.62,48317.07
No,No,1151.85,17727.7
No,No,938.66,28118.63
No,No,897.91,23073.12
No,Yes,634.53,54833.43
No,No,1567.52,36361.34
No,Yes,738.83,27968.57
No,No,1023.02,20674.19
No,Yes,982.48,43860.4
No,No,579.57,13559.32
No,No,1508.27,47340.0
No,No,1435.33,45993.23
No,No,1476.2,40376.26
No,Yes,1155.6,34450.07
No,No,902.98,32672.71
No,No,962.99,43150.47
No,Yes,753.3,29385.32
No,No,1055.46,45507.77
No,No,1486.38,12649.18
No,Yes,988.46,50261.05
No,No,226.81,30845.98
No,No,283.51,48778.08
No,No,740.4,37342.89
No,No,1453.59,25267.96
No,Yes,919.03,30699.06
No,No,632.83,23812.46
No,Yes,945.82,43334.44
No,No,661.41,13307.2
No,Yes,406.09,13056.6
No,No,39.71,44987.9
No,No,1212.71,37455.3
No,Yes,0.0,19307.95
No,Yes,1391.87,40355.32
No,No,130.86,14887.01
No,No,1190.21,33457.37
No,No,772.41,14276.83
No,No,1274.39,42076.86
No,No,1448.83,31604.33
No,No,1181.55,35735.08
No,No,469.61,4013.53
No,No,973.32,17050.43
No,Yes,633.47,11742.75
No,Yes,438.65,25651.44
No,Yes,573.95,31777.14
No,Yes,0.0,8761.38
No,No,1684.06,24944.76
No,No,1349.83,29882.27
No,No,664.92,37153.55
Yes,No,2086.5,29840.07
No,No,539.76,34645.6
No,No,432.76,48696.82
No,Yes,1137.63,9840.3
No,Yes,643.29,47605.74
No,No,1014.75,13170.45
No,No,866.05,31278.61
No,No,711.32,21359.39
No,No,690.36,35343.31
No,No,0.0,28787.6
No,Yes,549.97,48421.82
No,No,1874.14,10704.69
No,No,0.0,45717.59
No,No,265.75,38809.43
No,Yes,477.19,48243.22
No,No,0.0,24359.76
No,No,870.54,51290.61
No,No,1061.04,35831.22
No,No,521.66,41442.14
No,No,739.0,33771.9
No,No,1183.0,41071.08
No,No,996.33,51088.04
No,No,882.23,28973.49
No,Yes,697.42,6887.35
No,Yes,1231.69,34106.86
No,No,111.02,41811.45
No,No,397.04,22858.01
No,No,1482.62,26212.14
No,No,830.52,11160.84
No,No,924.48,38264.34
No,No,855.81,17710.36
No,Yes,1725.44,44157.45
No,Yes,744.64,46460.63
No,No,707.28,57703.03
No,Yes,836.46,48988.72
No,Yes,1273.43,47270.63
No,No,706.08,33284.68
No,No,411.01,59031.71
No,No,630.22,5422.34
No,No,952.54,16394.13
No,No,635.96,55864.91
No,No,842.62,22396.95
No,Yes,505.02,17017.46
No,No,1104.57,22925.11
No,No,942.82,43361.83
No,No,1133.13,46737.01
No,No,1227.58,41368.33
Yes,No,2007.97,25669.83
No,No,1423.86,29375.32
No,No,543.99,40543.12
No,No,2096.58,28350.4
No,Yes,1494.08,39959.79
No,No,1496.66,14814.21
No,No,1207.99,47761.06
No,No,297.3,34337.0
No,No,1454.95,31736.47
No,No,539.2,25125.79
No,No,1674.63,1857.13
No,No,1747.52,50013.9
No,No,1257.49,24972.32
No,No,441.04,32110.17
No,No,0.0,31678.74
No,Yes,1036.86,44812.59
No,Yes,1217.31,30305.35
No,No,0.0,57723.67
No,No,143.71,41903.64
No,No,940.6,27033.59
No,Yes,840.65,25245.85
No,No,1022.39,66733.86
No,No,1087.52,20603.78
No,No,805.92,25989.49
No,No,1375.12,17516.99
No,No,704.24,34913.05
No,No,107.36,31109.58
No,No,899.61,49397.61
No,No,890.36,19348.76
No,No,589.25,13452.51
No,No,462.75,56029.69
No,Yes,812.9,772.0
No,Yes,406.58,32248.59
No,No,401.71,8296.19
No,No,1162.75,39852.96
No,No,1171.46,21301.47
No,No,107.92,41504.46
No,No,1641.96,26236.04
No,No,1381.81,35808.09
No,No,1178.05,15645.27
No,No,835.77,31555.69
No,No,1992.87,35319.27
No,Yes,0.0,34698.91
No,No,745.78,46398.49
No,No,358.76,44760.43
No,Yes,935.47,69119.32
No,No,879.44,14644.43
No,Yes,1368.4,38069.75
No,No,1632.85,31992.35
No,No,383.31,39949.86
No,No,215.95,51362.36
No,No,1057.56,60046.37
No,No,783.3,53592.62
No,Yes,304.72,19862.21
No,No,825.74,20448.49
Yes,Yes,1419.12,18858.78
No,No,1509.29,31729.15
No,Yes,493.21,11678.51
No,No,1059.69,29361.45
No,Yes,780.3,10373.32
No,No,916.46,28227.3
No,No,980.82,31676.87
No,No,1307.05,48276.23
No,No,1236.91,31406.45
Yes,Yes,1137.11,27953.79
No,No,667.53,40646.34
No,No,1091.86,20924.47
No,No,1195.26,49402.27
No,No,1117.81,31856.02
No,Yes,373.27,39164.78
No,No,407.15,28649.93
No,Yes,1024.23,32797.75
No,Yes,22.71,27333.94
No,Yes,396.56,23955.68
No,No,911.97,33330.99
No,No,1013.12,42808.06
No,No,593.28,13091.41
No,No,610.83,32763.94
No,No,760.48,46756.44
No,Yes,872.8,28322.73
No,No,634.77,47878.63
No,No,1508.85,42599.49
No,No,633.11,18184.44
No,Yes,1040.13,24199.49
