year,age,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
2005,46,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5705,96.595
2005,25,3. Widowed,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4968,89.734
2006,61,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.9683,143.779
2006,44,2. Married,3. Asian,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7984,121.315
2007,23,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.8656,129.747
2004,30,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.9633,143.069
2007,19,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7638,117.191
2004,39,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.7184,111.984
2009,43,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6463,104.198
2003,70,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.722,112.388
2003,67,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.5572,95.316
2008,43,1. Never Married,3. Asian,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8615,129.212
2006,72,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7604,116.788
2006,76,2. Married,3. Asian,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.9168,136.571
2004,39,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6409,103.64
2009,56,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7636,117.172
2005,61,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.605,99.984
2007,74,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.8329,125.58
2006,55,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5103,90.945
2007,43,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.929,138.237
2007,22,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.7073,110.75
2006,47,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.3526,77.678
2007,40,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.445,85.197
2005,50,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.7028,110.254
2003,40,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6911,108.975
2003,52,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. No,4.9687,143.835
2003,28,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.4256,83.564
2008,31,2. Married,3. Asian,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6094,100.425
2008,53,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6786,107.616
2003,51,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.6942,109.312
2005,56,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9432,140.216
2006,57,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.7323,113.553
2007,66,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.4485,85.5
2005,34,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.8816,131.837
2005,22,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.722,112.397
2009,41,3. Widowed,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.3361,76.412
2006,18,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.4953,89.596
2006,36,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.5678,96.328
2008,27,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.629,102.409
2003,24,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7855,119.758
2008,35,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6187,101.362
2005,20,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.477,87.972
2008,32,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.4188,82.997
2008,64,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.7339,113.734
2006,20,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.5757,97.096
2008,49,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.8208,124.058
2003,26,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,3.9664,52.793
2004,31,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.5561,95.216
2003,46,3. Widowed,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.8368,126.06
2007,59,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.9489,141.024
2003,44,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8201,123.98
2007,57,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.1465,63.214
2007,36,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.2196,68.005
2005,38,3. Widowed,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.8404,126.524
2007,41,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6843,108.236
2004,73,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6847,108.279
2009,46,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,5.0646,158.324
2009,46,3. Widowed,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.4887,89.002
2006,77,4. Divorced,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8633,129.455
2008,75,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7107,111.134
2009,33,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5131,91.207
2006,63,3. Widowed,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.3825,80.036
2008,51,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.4346,84.315
2004,18,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.8389,126.331
2009,19,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.6668,106.362
2004,42,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.8033,121.918
2008,57,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7676,117.639
2003,76,4. Divorced,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.6185,101.34
2004,54,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.806,122.244
2008,60,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8106,122.806
2007,65,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7261,112.857
2009,40,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5934,98.825
2004,61,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.5266,92.447
2009,19,5. Separated,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.6071,100.195
2008,38,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.5882,98.313
2008,26,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8609,129.136
2005,41,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.6569,105.314
2008,64,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.5445,94.113
2004,69,2. Married,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.3644,78.601
2006,79,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8327,125.545
2004,45,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,5.0161,150.818
2003,53,1. Never Married,2. Black,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.6296,102.47
2004,32,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.1663,64.478
2009,40,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9151,136.327
2007,70,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6868,108.507
2007,43,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7754,118.555
2007,71,5. Separated,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.8181,123.731
2004,79,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.8572,128.666
2004,73,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7658,117.43
2009,43,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6878,108.617
2005,64,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.9513,141.364
2006,48,5. Separated,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.605,99.985
2003,60,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.9204,137.058
2008,30,4. Divorced,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5257,92.362
2003,75,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7654,117.377
2008,64,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.6757,107.307
2004,63,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.9275,138.033
2005,41,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.5865,98.152
2005,56,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6402,103.566
2008,75,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8479,127.477
2005,74,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7193,112.087
2004,77,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6832,108.116
2003,42,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5131,91.204
2005,40,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.701,110.054
2008,45,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8013,121.668
2005,20,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6821,107.994
2004,68,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6161,101.1
2003,36,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7316,113.473
2006,61,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.2551,70.464
2008,55,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7187,112.02
2006,35,3. Widowed,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5217,91.991
2007,70,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.8071,122.378
2003,35,1. Never Married,2. Black,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.653,104.894
2005,22,5. Separated,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9471,140.768
2008,43,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6659,106.263
2004,47,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. No,4.7053,110.535
2007,29,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.1539,63.681
2006,55,3. Widowed,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4737,87.677
2003,49,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9198,136.969
2004,76,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5361,93.325
2005,21,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7622,116.999
2004,48,2. Married,4. Other,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5043,90.408
2005,31,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7142,111.522
2007,23,4. Divorced,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.4365,84.479
2006,74,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8605,129.09
2005,57,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.8478,127.465
2007,18,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7207,112.249
2004,60,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.6515,104.738
2006,62,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.4424,84.974
2009,74,4. Divorced,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7703,117.956
2003,33,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6222,101.721
2008,78,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.8242,124.486
2005,71,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.4252,83.533
2003,54,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7832,119.485
2004,62,5. Separated,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.6351,103.042
2006,31,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4081,82.11
2004,50,5. Separated,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.6896,108.815
2006,70,4. Divorced,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.8178,123.695
2008,73,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.828,124.957
2005,76,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.727,112.957
2005,50,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6721,106.927
2007,72,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.6115,100.633
2005,29,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8112,122.881
2009,61,2. Married,3. Asian,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7222,112.411
2003,19,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.1747,65.023
2008,50,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4616,86.627
2004,57,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.5558,95.179
2009,24,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5143,91.309
2009,66,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.9171,136.609
2009,21,5. Separated,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,3.9945,54.301
2008,56,4. Divorced,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7947,120.865
2008,73,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9045,134.897
2008,48,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6551,105.124
2008,22,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.8038,121.977
2008,45,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5264,92.427
2008,58,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.6536,104.959
2006,48,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.5406,93.75
2006,44,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.9348,139.041
2007,64,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8595,128.961
2006,73,2. Married,2. Black,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8867,132.521
2006,59,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. No,4.4768,87.951
2007,72,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.731,113.411
2005,69,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.5856,98.063
2005,44,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6558,105.195
2003,45,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7402,114.459
2009,43,2. Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.9487,140.988
2007,20,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5665,96.206
2005,39,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.6759,107.328
2004,62,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.6441,103.969
2007,38,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.4105,82.314
2004,28,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.9703,144.069
2004,67,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7419,114.646
2009,51,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.9373,139.396
2005,55,2. Married,2. Black,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.8373,126.127
2007,62,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5122,91.121
2004,67,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.5825,97.754
2004,36,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7445,114.948
2008,63,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8966,133.838
2009,35,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7633,117.136
2008,73,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6742,107.152
